"Swap 
 Percentage",Measurement,Feature,age,freetime,activities,romantic,famrel,goout,guardian,health,higher,internet,Pstatus,nursery,absences,Walc,Medu,Fjob,traveltime,famsup,studytime,sex,reason,schoolsup,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
50%,"Hellinger
 distance",freetime,-,-,-,0.1523/0.0731,0.1371/0.1627,0.1571/0.1642,-,-,-,0.1524/0.0765,-,-,-,-,-,-,-,0.1599/0.1546,0.146/0.207,-,0.1428/0.131,-,-,,0.14584131671527967,0.14584131671527967,0.6304231548714325,2.0167596395271707,[],"[0.07306948498488061, 0.16270731417156922, 0.16423471080821822, 0.0765438915481918, 0.15459621908979368, 0.20700048004444374, 0.13101157566520855]","[0.2254062818944971, 0.2998023937637382, 0.3213735055540126, 0.22890974683258325, 0.31448073340394955, 0.3530011905323608, 0.2737857875460289]"
50%,"Wasserstein
 distance",freetime,-,-,-,0.0052/0.0021,0.0048/0.004,0.0057/0.0029,-,-,-,0.0058/0.0024,-,-,-,-,-,-,-,0.0054/0.0034,0.0049/0.0065,-,0.0051/0.0039,-,-,,0.004298261625200205,0.004298261625200205,0.016910699261136523,0.06213314873920098,[],"[0.002101172871005955, 0.003999602729838175, 0.00293785601076415, 0.002445880194486035, 0.0034221377574109846, 0.006465185103057805, 0.00385304060530953]","[0.007253908475461845, 0.008811312792220041, 0.008662485062193215, 0.008229149210198766, 0.008772158609870004, 0.011413840322680505, 0.0089902942665766]"
50%,"Total variation
 distance",freetime,-,-,-,0.0874/0.0364,0.0818/0.0923,0.0936/0.0855,-,-,-,0.0928/0.0397,-,-,-,-,-,-,-,0.0977/0.0828,0.0811/0.1411,-,0.0836/0.0669,-,-,,0.07914712422063064,0.07914712422063064,0.35146800773157344,1.7071681919667858,[],"[0.03638915838461142, 0.09228826465061524, 0.08545163132853495, 0.03971931817436433, 0.08281570158354033, 0.14110731046869907, 0.06687038243152019]","[0.16018924480897073, 0.2663268279855362, 0.2644967410190588, 0.17222821831415, 0.2632924546661231, 0.36332828469736533, 0.21730642047558177]"
50%,"Jensen-Shannon
 divergence",freetime,-,-,-,0.0442/0.0219,0.0405/0.0479,0.0458/0.0477,-,-,-,0.0442/0.0231,-,-,-,-,-,-,-,0.0461/0.0446,0.0419/0.0597,-,0.0413/0.0373,-,-,,0.04223024503341763,0.04223024503341763,0.183395782627817,0.5863580557276169,[],"[0.02193908953646909, 0.04793324635211345, 0.047650391226224255, 0.02312035683148007, 0.04464332189230487, 0.05971579613290497, 0.03732887321730201]","[0.06612451330594438, 0.08840718620122143, 0.09346917117671953, 0.06730745214236444, 0.09075638537717806, 0.10162250062473491, 0.0786708468994541]"
70%,"Hellinger
 distance",freetime,-,-,-,0.1861/0.0976,0.1721/0.2133,0.1906/0.187,-,-,-,0.1759/0.0923,-,-,-,-,-,-,-,0.2103/0.1862,0.1764/0.2387,-,0.1722/0.1723,-,-,,0.17879593890127216,0.17879593890127216,0.7724928798219322,2.4710433867935366,[],"[0.09759345275854267, 0.21325313340971105, 0.1870496925750313, 0.09233486043829778, 0.18619925063651585, 0.23865402125263988, 0.17230947077058165]","[0.2836596962169662, 0.38539718076110174, 0.3776764144806608, 0.26824216378447163, 0.3964610525588591, 0.4150647237101228, 0.34454215528135446]"
70%,"Wasserstein
 distance",freetime,-,-,-,0.0071/0.0029,0.0058/0.0071,0.0079/0.0041,-,-,-,0.0051/0.0031,-,-,-,-,-,-,-,0.0083/0.0048,0.0068/0.007,-,0.0055/0.0055,-,-,,0.006322443595902246,0.006322443595902246,0.02356456889798768,0.08095298927443143,[],"[0.00287896594702834, 0.00705363777962747, 0.004055449150867059, 0.003137628077146015, 0.004842906616840234, 0.006995511313095131, 0.005520151719566625]","[0.0099421835245898, 0.01283353174804516, 0.01190620734832468, 0.008258797082852785, 0.013189528606021446, 0.01375283696056347, 0.01106990400403408]"
70%,"Total variation
 distance",freetime,-,-,-,0.1219/0.0472,0.1075/0.1509,0.1301/0.1077,-,-,-,0.1104/0.0491,-,-,-,-,-,-,-,0.1552/0.1125,0.1109/0.1779,-,0.1097/0.1011,-,-,,0.11680382763813724,0.11680382763813724,0.49006801379887355,2.3388161425662104,[],"[0.04716084625974296, 0.15090811731274484, 0.10772861707294394, 0.04912435536005412, 0.11252900095143163, 0.17793470157729485, 0.10114273378726032]","[0.21620521739447954, 0.40930125604003315, 0.3455687322343942, 0.20864461623928127, 0.3803001970256634, 0.46679255072316767, 0.3120035729091909]"
70%,"Jensen-Shannon
 divergence",freetime,-,-,-,0.0535/0.0293,0.0503/0.0629,0.0554/0.0537,-,-,-,0.0517/0.0272,-,-,-,-,-,-,-,0.0611/0.0539,0.0509/0.069,-,0.0508/0.0497,-,-,,0.05188326275026567,0.05188326275026567,0.22469834693384913,0.7193945927999372,[],"[0.029270490902677436, 0.0629003381698803, 0.05367523910506572, 0.02718534402843844, 0.05391683761256603, 0.06903058787555152, 0.04965133067298748]","[0.08280019810426087, 0.11324777309202956, 0.10908178848571014, 0.07889680287646003, 0.11498668113828073, 0.11995300356011872, 0.1004283455430772]"
10%,"Hellinger
 distance",activities,-,0.0074/0.0501,-,0.0074/0.0296,0.0074/0.0387,0.0123/0.0506,0.0123/0.0148,-,0.0/0.1127,0.0123/0.0123,-,-,-,0.0074/0.0723,-,-,0.0123/0.0254,0.013/0.0559,0.0099/0.0873,-,0.0099/0.0686,-,0.0025/0.0492,,0.012349052394921,0.012349052394921,0.3461073491101366,0.7818012434179471,[],"[0.0501187001268534, 0.0296377257478104, 0.03866946269332458, 0.05059476260303427, 0.0148188628739052, 0.11273764557734789, 0.012349052394921, 0.07227429000542754, 0.025371472744084682, 0.05585862793391756, 0.08725799166320747, 0.06860592650309308, 0.04922207256350407]","[0.057528131563806, 0.037047157184763, 0.04607889413027718, 0.06294381499795527, 0.027167915268826198, 0.11273764557734789, 0.024698104789842, 0.07968372144238015, 0.03772052513900568, 0.06888104828308125, 0.09713723357914426, 0.07848516841902987, 0.05169188304248827]"
10%,"Wasserstein
 distance",activities,-,0.0002/0.0017,-,0.0002/0.0008,0.0002/0.001,0.0004/0.0011,0.0004/0.0004,-,0.0/0.0041,0.0004/0.0004,-,-,-,0.0002/0.0017,-,-,0.0004/0.0007,0.0003/0.0015,0.0003/0.002,-,0.0003/0.0023,-,0.0001/0.0014,,0.000363570320331665,0.000363570320331665,0.00994679638797587,0.022437403161719483,[],"[0.0016869513540073, 0.0008452327634933, 0.0010493306624639852, 0.001088922448624055, 0.00042626644092575995, 0.0040813726091902, 0.00035749677262963503, 0.0016548498319950502, 0.000701479612448065, 0.0015201494447071849, 0.00198661059582158, 0.0023321869412227447, 0.001435602657759545]","[0.001905177641114625, 0.001063459050600625, 0.0012675569495713102, 0.00144985015016982, 0.000789836761257425, 0.0040813726091902, 0.0007210670929613, 0.0018730761191023753, 0.00105985907445029, 0.0018201317505032, 0.00227465604348436, 0.0026314246566846197, 0.001499935262629335]"
10%,"Total variation
 distance",activities,-,0.003/0.0215,-,0.003/0.0111,0.003/0.0155,0.0049/0.0182,0.0051/0.0058,-,0.0/0.0632,0.0051/0.0047,-,-,-,0.003/0.0287,-,-,0.0048/0.0104,0.0052/0.0242,0.0039/0.0363,-,0.0043/0.0325,-,0.0008/0.0204,,0.0051214447806206004,0.0051214447806206004,0.151393221919353,0.6311162472370082,[],"[0.021523642678677, 0.011088565123703925, 0.01545633322461611, 0.018236085586761205, 0.00577850183650143, 0.06319762813076468, 0.004722770951064955, 0.028672348244794886, 0.01036057517477565, 0.024218241159817133, 0.03631236918409386, 0.03253560997924344, 0.020440883002650533]","[0.04604360532360372, 0.025173450213657578, 0.03390397031541145, 0.04134888648340734, 0.0166145300460518, 0.12639525626152937, 0.014566986682750511, 0.060346117092467684, 0.025495362158035675, 0.053592691228921505, 0.07656096068676298, 0.06938457688020294, 0.041689853864205616]"
10%,"Jensen-Shannon
 divergence",activities,-,0.0021/0.0141,-,0.0021/0.0083,0.0021/0.0111,0.0035/0.0143,0.0035/0.0042,-,0.0/0.0322,0.0035/0.0035,-,-,-,0.0021/0.0202,-,-,0.0035/0.0076,0.0038/0.016,0.0028/0.0249,-,0.0029/0.0199,-,0.0007/0.0141,,0.003530735217302175,0.003530735217302175,0.09869981358034075,0.2230425797606787,[],"[0.014096428649439649, 0.008330121485914294, 0.011065759410114475, 0.014259250124382056, 0.004182109368487285, 0.0322053924939842, 0.0035019920903813203, 0.020174890778533686, 0.00755824760806712, 0.01601811823855101, 0.02494029632931007, 0.019894933660886897, 0.014110616488025085]","[0.016211614765178378, 0.010445307601653023, 0.013183220713598249, 0.017774437959018705, 0.0077119965970961855, 0.0322053924939842, 0.007032727307683496, 0.0222889849164077, 0.01105985007258425, 0.01984030820316431, 0.027752453764096033, 0.022763155698675923, 0.014773129667538236]"
30%,"Hellinger
 distance",activities,-,0.0292/0.1147,-,0.0292/0.0679,0.0391/0.1137,0.0357/0.117,0.0391/0.0198,-,0.0099/0.2213,0.0342/0.0451,-,-,-,0.0193/0.1843,-,-,0.0391/0.1033,0.054/0.1307,0.0481/0.1634,-,0.0416/0.1107,-,0.0342/0.0825,,0.04607889413027718,0.04607889413027718,0.7832713370779248,1.9269266511856435,[],"[0.11472464499399175, 0.06790341701976271, 0.11368044587354258, 0.11698738044939057, 0.019758483831873598, 0.22133229434234347, 0.045055865133390736, 0.18432530026904953, 0.1032977264733769, 0.1307452444303559, 0.16338411296197847, 0.11066499570063308, 0.0825249744156061]","[0.14393861825659085, 0.0971173902823618, 0.15277366105207846, 0.1527109701875501, 0.058851699010409486, 0.23121153625828028, 0.07920945935395823, 0.20366003161571183, 0.1423909416519128, 0.18469899842740373, 0.21145675509505898, 0.15222802135815316, 0.1166785686361736]"
30%,"Wasserstein
 distance",activities,-,0.001/0.0045,-,0.001/0.0019,0.0013/0.0029,0.001/0.0027,0.0013/0.0006,-,0.0003/0.0106,0.0011/0.0012,-,-,-,0.0007/0.0042,-,-,0.0012/0.0024,0.0013/0.0034,0.0016/0.004,-,0.0013/0.0034,-,0.0008/0.0019,,0.0015676688012665747,0.0015676688012665747,0.02340335628313889,0.05759585270258027,[],"[0.004521398318091175, 0.0018751811088424549, 0.00287701111939311, 0.00266515085820634, 0.00064638780003101, 0.010629393972928386, 0.00115442124278981, 0.00415197107006828, 0.0024111856890285653, 0.0034194408078166948, 0.004038868972391915, 0.003405837719252415, 0.001875126284904475]","[0.005498710348003845, 0.0028276383885274597, 0.0041735406100025, 0.00365291760399162, 0.001923368534848905, 0.010931709562035012, 0.002242456896951895, 0.00480475537943256, 0.003657539129578175, 0.004754034246691324, 0.005676356934213945, 0.00475010709463602, 0.002702717973667015]"
30%,"Total variation
 distance",activities,-,0.013/0.0606,-,0.0125/0.0306,0.0166/0.0529,0.015/0.0529,0.0168/0.0083,-,0.004/0.1659,0.0143/0.0169,-,-,-,0.0093/0.0985,-,-,0.0162/0.0475,0.023/0.0628,0.0213/0.0882,-,0.0178/0.0569,-,0.0129/0.0347,,0.021061626057310007,0.021061626057310007,0.4093182386816802,1.7457014929541494,[],"[0.060577114137490104, 0.03060967183873927, 0.05294776682823008, 0.05285293871997385, 0.00825953086938805, 0.1659077175517602, 0.01686014750364153, 0.09846230611385566, 0.04745657678291505, 0.06284493090077728, 0.0881749362898647, 0.056874423232426585, 0.03468516447967806]","[0.13416159878249428, 0.07374711660213572, 0.12251152996908884, 0.12066507456143166, 0.03333551581222077, 0.33583591734644214, 0.0480205487851423, 0.20617493021919248, 0.11115330028264196, 0.14864863840836434, 0.19764909527848104, 0.1315176405169517, 0.08228058638956204]"
30%,"Jensen-Shannon
 divergence",activities,-,0.0085/0.0329,-,0.0083/0.0197,0.0114/0.0331,0.0104/0.0339,0.0113/0.0059,-,0.0029/0.0626,0.0097/0.0128,-,-,-,0.0055/0.0535,-,-,0.0112/0.0302,0.0156/0.0381,0.0139/0.0471,-,0.012/0.0319,-,0.0098/0.0239,,0.01329221124843584,0.01329221124843584,0.22607860628119253,0.5559832604495133,[],"[0.03288840832082148, 0.01966302902340947, 0.03310233715992645, 0.03390613768927515, 0.00592290937058248, 0.06259458053931619, 0.01277077166050956, 0.05345383769175257, 0.030225984967550357, 0.03811082162384881, 0.04710393883721975, 0.03194122530230608, 0.02388880787899508]","[0.04134225018014569, 0.027996820720693615, 0.04447857329287687, 0.0443527857609406, 0.01723242345907583, 0.0654708043240836, 0.022459030050093427, 0.058930052094311854, 0.04138877065760284, 0.05370773062405728, 0.06096752229270152, 0.043937392142938556, 0.03371910484999165]"
50%,"Hellinger
 distance",activities,-,0.0625/0.1643,-,0.0621/0.0718,0.0681/0.1556,0.0575/0.1479,0.0695/0.0395,-,0.0324/0.3073,0.0621/0.087,-,-,-,0.0292/0.2215,-,-,0.0747/0.1361,0.0644/0.1572,0.0609/0.2158,-,0.0764/0.1337,-,0.051/0.1153,,0.07755607416149343,0.07755607416149343,1.0540632710731463,2.7236485319548205,[],"[0.1642805975487125, 0.07177142384923392, 0.15558451085522224, 0.14794486518780764, 0.039516967663747196, 0.3072970174813958, 0.08696952469629783, 0.22151746786660578, 0.13605928278031199, 0.15723539055255553, 0.2157879260111324, 0.1337070415381176, 0.11534237779216545]","[0.22674835007048688, 0.13383526718257946, 0.22366525228920772, 0.20547299675161365, 0.10899024243404536, 0.3397032917701485, 0.14903336802964337, 0.25073144112920487, 0.2107217939776099, 0.22160292305410725, 0.27668568301531477, 0.21009702937044789, 0.16636089288041103]"
50%,"Wasserstein
 distance",activities,-,0.0019/0.0053,-,0.0023/0.0021,0.0024/0.0041,0.0015/0.0037,0.0025/0.0013,-,0.0011/0.0196,0.0022/0.0027,-,-,-,0.001/0.0057,-,-,0.0027/0.0038,0.0021/0.0038,0.0021/0.0058,-,0.0024/0.0043,-,0.0015/0.0034,,0.00275241807163893,0.00275241807163893,0.035545524028403074,0.09123376860155256,[],"[0.0052577532438337704, 0.00209794102638615, 0.004135539369029365, 0.00367142898173031, 0.00128181768448214, 0.019571040505911973, 0.00268107145896771, 0.0057375323273204295, 0.003824297930539705, 0.00375258304226288, 0.0058497179869283255, 0.004318248248324025, 0.00340724010781151]","[0.00716289128019827, 0.004364121389958145, 0.00656231747888485, 0.005167344116614925, 0.003753313348419645, 0.02065394682233163, 0.0049125160207110444, 0.00674740050012905, 0.0065729444482816105, 0.0058277295224833, 0.00792536533011791, 0.006687116587657585, 0.0048967617557646]"
50%,"Total variation
 distance",activities,-,0.0275/0.0918,-,0.0318/0.0348,0.0316/0.085,0.0263/0.0803,0.0345/0.0171,-,0.0185/0.3002,0.0317/0.04,-,-,-,0.0136/0.1395,-,-,0.0374/0.0758,0.0332/0.0832,0.0285/0.1384,-,0.0343/0.0699,-,0.0214/0.0583,,0.03813605205544697,0.03813605205544697,0.645276661191638,2.79901315992456,[],"[0.09184801417166634, 0.034770976741286264, 0.08495800234152931, 0.0803044767534524, 0.017075631989093322, 0.3001891642496517, 0.03999614753163329, 0.1395345873343687, 0.07578675292924553, 0.08315909029300415, 0.13843340393985337, 0.06988896891511721, 0.05833600108248033]","[0.21116736579019596, 0.1013395277962238, 0.20151351981850107, 0.1869133634587537, 0.06862702299108563, 0.6189220336854504, 0.11172590964846492, 0.29269902181974383, 0.1889818547365839, 0.1995168914828877, 0.3053875334323856, 0.17410388436568253, 0.13811523089860095]"
50%,"Jensen-Shannon
 divergence",activities,-,0.0182/0.0474,-,0.0183/0.0206,0.0197/0.0453,0.017/0.0429,0.0204/0.0118,-,0.0095/0.0855,0.0182/0.0249,-,-,-,0.0086/0.0642,-,-,0.0217/0.04,0.0185/0.046,0.0177/0.0623,-,0.0224/0.0386,-,0.0151/0.0332,,0.022588869738374644,0.022588869738374644,0.3039204648234725,0.7879649143558838,[],"[0.04740799482403444, 0.02062013039130047, 0.045331347364625914, 0.042869619943879736, 0.01180160082974604, 0.08548136480280696, 0.024897881466097276, 0.06417739193320524, 0.040035349675481266, 0.04598593465269848, 0.062262186298572844, 0.03855460148221188, 0.033237786505535244]","[0.0656453613382295, 0.03893877469458351, 0.0650210000823756, 0.05988928685314918, 0.03216901244428213, 0.09499237210091586, 0.043057339568969843, 0.07275735682252651, 0.06173861342131509, 0.06453032903440258, 0.07996115448517617, 0.06095224755370393, 0.04831206595625389]"
70%,"Hellinger
 distance",activities,-,0.0783/0.1756,-,0.0791/0.1009,0.0791/0.2001,0.0867/0.1953,0.0803/0.0551,-,0.0317/0.3676,0.0836/0.1056,-,-,-,0.0459/0.2621,-,-,0.1184/0.1647,0.0986/0.1946,0.0847/0.2509,-,0.085/0.1662,-,0.0753/0.1438,,0.1047739028719624,0.1047739028719624,1.295974567516559,3.40912868183785,[],"[0.17555281097975187, 0.10090950528150651, 0.2001427733843204, 0.19528947731384755, 0.0550583210848218, 0.36755742247865286, 0.10560174655962976, 0.26206921304067227, 0.1647094438584868, 0.19462795145841671, 0.2508519665631671, 0.1662028019181872, 0.14382789536773216]","[0.25380899807524887, 0.18001319734742613, 0.27924899976662343, 0.2820316960841434, 0.1353605661740917, 0.3992412062202362, 0.18922130709830648, 0.30792166016379996, 0.28309991803842965, 0.29327164419780366, 0.3355481273396901, 0.25121743010956, 0.21914393122249032]"
70%,"Wasserstein
 distance",activities,-,0.002/0.0048,-,0.0028/0.0025,0.003/0.0056,0.0022/0.0035,0.0025/0.002,-,0.0011/0.0265,0.003/0.0037,-,-,-,0.0014/0.0061,-,-,0.0039/0.0045,0.0033/0.0041,0.0034/0.0066,-,0.0023/0.0061,-,0.0016/0.0042,,0.003392496910499565,0.003392496910499565,0.04348620615436313,0.11264066461792767,[],"[0.004838209597128925, 0.0024641236702851897, 0.005591759357350045, 0.003455463354547715, 0.00202404941502604, 0.026511307463555123, 0.003747795810205965, 0.00614373541321379, 0.0044953189915569545, 0.004060431910939775, 0.006635129127563736, 0.006063326308783805, 0.00415676806757005]","[0.0068590379018778555, 0.005226465936608615, 0.008569021323930781, 0.0056941377033309405, 0.0044820463549162005, 0.027579404566505494, 0.0067154210039781555, 0.00756933416883584, 0.00840010506565848, 0.0073819133464242594, 0.009989583815115822, 0.008396357367873204, 0.0057778360628720354]"
70%,"Total variation
 distance",activities,-,0.0363/0.101,-,0.0415/0.0471,0.0387/0.1239,0.0399/0.1098,0.04/0.0269,-,0.0214/0.4144,0.0432/0.0564,-,-,-,0.0211/0.1839,-,-,0.0626/0.1013,0.0545/0.1091,0.045/0.1786,-,0.0386/0.1007,-,0.0326/0.0782,,0.05457147282094889,0.05457147282094889,0.8701872057886778,3.7778567009183037,[],"[0.10100512648621515, 0.0471420366716616, 0.12385624522674832, 0.10977156157949604, 0.026880854945937987, 0.4144430525394136, 0.056350799581438606, 0.18391874719284812, 0.1012517090244252, 0.10914016820645638, 0.17858679964413837, 0.10067422782390605, 0.07821013701277249]","[0.23830672869898814, 0.13576566396446693, 0.2863878430316032, 0.259423057756572, 0.0937776650206114, 0.8502915657282137, 0.15594125430197617, 0.38891389516609476, 0.26515149587676906, 0.27274742934793494, 0.4021837460414637, 0.23994484673104916, 0.1890215092525609]"
70%,"Jensen-Shannon
 divergence",activities,-,0.023/0.0508,-,0.0231/0.0292,0.023/0.0582,0.0256/0.0573,0.0235/0.0162,-,0.0093/0.1013,0.0244/0.0305,-,-,-,0.0133/0.0762,-,-,0.0345/0.0483,0.0291/0.057,0.0247/0.0724,-,0.0251/0.048,-,0.0219/0.0418,,0.030569983722163185,0.030569983722163185,0.37412012481719686,0.9877342337496061,[],"[0.05083391588805384, 0.029189476915462975, 0.05816297647766563, 0.0572928984057066, 0.01619742207079506, 0.10129349502366625, 0.03046926063978862, 0.07621071428243406, 0.04833837507197249, 0.05698581492132269, 0.07237494234509219, 0.04798585322676586, 0.04176513692134111]","[0.07379861915385053, 0.052294230901590286, 0.08116157640627567, 0.0828647982874818, 0.03973866427546375, 0.11057472299830025, 0.05485195565872913, 0.08955953063050848, 0.08286799618993385, 0.08611138937004563, 0.09711790984189426, 0.0731205929226902, 0.06367224711284222]"
10%,"Hellinger
 distance",romantic,-,-,-,-,0.0198/0.0485,0.0317/0.0416,-,-,-,0.0296/0.0123,-,-,-,-,-,-,-,-,0.0198/0.0816,-,0.0296/0.0641,-,-,,0.0345773467057788,0.0345773467057788,0.1586752684272962,0.3786720463439861,[],"[0.04854870460926138, 0.04156302565752009, 0.012349052394921, 0.08164500275099637, 0.06409005803033599]","[0.06830718844113498, 0.07324680939910339, 0.0419867781427314, 0.10140348658286996, 0.09372778377814639]"
10%,"Wasserstein
 distance",romantic,-,-,-,-,0.0006/0.0017,0.0011/0.0014,-,-,-,0.0011/0.0003,-,-,-,-,-,-,-,-,0.0011/0.0016,-,0.0012/0.0019,-,-,,0.001252471865877665,0.001252471865877665,0.004693938663695276,0.011916900216305395,[],"[0.0016816154363247752, 0.00138191345177637, 0.00031895575251676, 0.00158173958583017, 0.001918709369187145]","[0.00228122728022295, 0.0024347545154450503, 0.0014487935903613899, 0.002655099807130525, 0.00309702502314548]"
